id,hhb,hbo2,ca,na
10073,8.105326366873657,4.0123630833049315,8.95274387110021,3.034111074629353
10074,8.186147409394374,3.9999377134571175,8.99195629240744,3.034111074629353
10075,7.792286984240208,3.9999377134571175,8.925611023532777,3.0247529785746052
10076,7.919792011541615,3.9999377134571175,9.08378903465883,3.034111074629353
10077,7.964252915646351,3.9999377134571175,9.152573966346496,3.034111074629353
10078,8.060835599265511,3.9999377134571175,9.101925881909187,3.0052021581924913
10079,7.683514659583121,3.9999377134571175,8.99195629240744,3.034111074629353
10080,7.711549102867478,3.9999377134571175,8.99906822761108,3.034111074629353
10081,7.958333895607244,3.997231504202228,8.907972042726104,3.0247529785746052
10082,8.178455208854693,3.9999377134571175,9.109019277232067,2.95113605938678
10083,7.998820474553935,3.9932946752919967,9.15758733785762,3.034111074629353
10084,8.030912296264509,3.997231504202228,8.855622708809454,3.034111074629353
10085,7.985856665866783,4.019007762357765,9.131943538680037,3.034111074629353
10086,7.958269583422402,3.997231504202228,8.439341359881917,2.9588741554792524
10087,7.950470299019732,3.9468510241685495,9.276840514919485,3.019575480909081
10088,7.691502611622082,3.996342279868346,8.992488225341893,3.034111074629353
10089,7.998820474553935,4.053157009669081,9.304199337107157,3.034111074629353
10090,8.021953488986094,3.9999377134571175,9.26265252725085,3.0247529785746052
10091,8.072297055564102,3.9999377134571175,9.081989310919258,3.0669059000028622
10092,7.919792011541615,3.9999377134571175,9.135561686204747,3.034111074629353
10093,7.736012850885958,3.997231504202228,9.153665147495488,3.1359444237312677
10094,8.186147409394374,3.9932946752919967,8.8423692131696,3.034111074629353
10095,7.852993679693558,3.9999377134571175,9.20132332942552,3.0247529785746052
10096,7.683514659583121,3.9999377134571175,8.99195629240744,3.034111074629353
10097,7.861002868686989,3.9932946752919967,9.05075777429262,3.034111074629353
10098,7.950470299019732,3.987799010915174,9.46097977746465,2.9786732019112754
10099,8.021953488986094,4.019007762357765,8.94660702387982,3.034111074629353
10100,7.861002868686989,3.9999377134571175,9.176406607579818,3.034111074629353
10101,7.998820474553935,3.9999377134571175,9.043608901217638,3.034111074629353
10102,7.987385930078511,3.9999377134571175,8.67418211043642,3.034111074629353
10103,8.021953488986094,3.9308942023848497,9.017297185092486,3.0247529785746052
10104,8.022161541760042,3.9999377134571175,9.002981224235617,3.034111074629353
10105,8.060680025899718,3.9999377134571175,8.869900291523804,3.0669059000028622
10106,7.950470299019732,3.9468510241685495,9.052265776731344,3.019575480909081
10107,7.861002868686989,3.9932946752919967,9.05075777429262,3.034111074629353
10108,7.941920101999066,4.006492732851244,8.990069676467545,3.034111074629353
10109,7.945099706495699,3.997231504202228,8.929088077274281,3.004554846153374
10110,7.866328388813486,3.9999377134571175,9.102663002814431,2.8654432018456357
10111,7.9943268938707766,3.997231504202228,8.616554755572295,2.951868202481011
10112,7.989012652795593,4.026301856716961,9.018149548386928,3.034111074629353
10113,7.987385930078511,3.9999377134571175,9.092985440942048,3.034111074629353
10114,7.680187485608032,3.987799010915174,9.161500990262832,3.049954556649711
10115,8.016665232327757,4.0719092025419075,8.889559624936961,3.0247529785746052
10116,7.738183324505045,3.997231504202228,9.234341433516246,3.0647946463587594
10117,7.996562443772003,3.987799010915174,9.0774046272162,3.019575480909081
10118,7.933661687910602,3.997231504202228,8.711743352415214,3.0647946463587594
10119,7.963050535303053,3.9932946752919967,9.089181528952388,3.034111074629353
10120,7.919792011541615,3.9999377134571175,9.002998425026524,3.034111074629353
10121,7.738077470229962,3.963039573849603,8.732088879867849,3.034111074629353
10122,7.919792011541615,3.9999377134571175,9.115345033055405,3.034111074629353
10123,7.928596787223885,3.9999377134571175,9.028398182179263,3.034111074629353
10124,7.793757797748071,3.9453539862497453,9.094827113293416,3.034111074629353
10125,8.030711770182476,3.9999377134571175,9.151818675872304,3.034111074629353
10126,8.11389918586404,3.997231504202228,8.543626411309615,3.1359444237312677
10127,7.765512825320091,3.9999377134571175,9.075650807721523,3.049954556649711
10128,8.030912296264509,4.019007762357765,8.96338000728517,3.034111074629353
10129,8.235603414408956,3.996342279868346,8.909672687520606,3.034111074629353
10130,8.038122330737362,3.9999377134571175,9.002981224235617,3.034111074629353
10131,7.942628719276528,4.011397359313792,9.325716859408532,3.0247529785746052
10132,7.928596787223885,3.9999377134571175,9.04465517184682,3.034111074629353
10133,8.239411779601488,3.987799010915174,8.840979698401668,3.034111074629353
10134,8.11073618048556,3.9999377134571175,8.927378572758066,3.034111074629353
10135,7.890331993818118,3.997231504202228,9.012627025829945,2.9588741554792524
10136,7.987385930078511,3.9999377134571175,8.99906822761108,3.034111074629353
10137,7.646642532940525,3.9999377134571175,9.33919425409416,3.034111074629353
10138,7.924829875347224,4.026301856716961,9.018149548386928,3.034111074629353
10139,8.00267732689812,3.9999377134571175,9.100046024326387,3.034111074629353
10140,8.071761624488298,4.026301856716961,9.025196483428495,3.034111074629353
10141,8.12038255576237,3.997231504202228,8.891391973615331,2.951868202481011
10142,7.9965385401600475,4.019007762357765,8.873347987256087,3.034111074629353
10143,8.069168504445113,3.9999377134571175,9.073789674061706,3.0669059000028622
10144,7.998820474553935,4.045987387752674,8.91106147993875,3.034111074629353
10145,7.998820474553935,3.9932946752919967,9.15758733785762,3.034111074629353
10146,8.064309199549518,3.9999377134571175,8.913800136042205,3.034111074629353
10147,8.104258553027009,3.9932946752919967,8.994592417621952,3.034111074629353
10148,8.038122330737362,3.9999377134571175,9.023455196188985,3.034111074629353
10149,8.104258553027009,3.9932946752919967,9.089181528952388,3.034111074629353
10150,7.877869721532255,3.9999377134571175,9.025196483428495,3.034111074629353
10151,7.932851625843236,3.9999377134571175,9.075650807721523,3.034111074629353
10152,7.786570378075099,3.9999377134571175,8.970861625616799,3.0757293149066465
10153,7.703681947709351,3.984741237643321,8.917182889100715,3.034111074629353
10154,7.951860320738966,3.9999377134571175,8.847943014165917,3.034111074629353
10155,7.928596787223885,3.9999377134571175,9.170304005134017,3.034111074629353
10156,8.209280423826534,3.9999377134571175,9.161500990262832,3.034111074629353
10157,8.184177766778474,3.9932946752919967,9.896616526460164,3.034111074629353
10158,8.31693718462845,3.987799010915174,9.184477269505715,3.049954556649711
10159,7.979544312465961,3.9932946752919967,8.736640595519948,3.034111074629353
10160,7.8430426396210935,3.9999377134571175,8.78913356371118,3.034111074629353
10161,8.086458600865509,3.9999377134571175,8.96435628612365,3.0247529785746052
10162,7.991065880902748,3.9999377134571175,9.043608901217638,3.034111074629353
10163,8.173898640269355,3.9999377134571175,9.063443887038265,3.0669059000028622
10164,7.763426785573604,3.9999377134571175,9.027351911550081,3.034111074629353
10165,7.925544420824322,3.9932946752919967,9.089181528952388,3.034111074629353
10166,7.951860320738966,3.9999377134571175,9.099315812261564,2.985385724742568
10167,7.861002868686989,3.9932946752919967,9.05075777429262,3.034111074629353
10168,7.939997942649548,4.094575454108169,8.594577907030995,2.985385724742568
10169,8.021830420260647,3.9999377134571175,8.98058034353063,3.0247529785746052
10170,7.98985351646286,3.984741237643321,9.35217036041446,3.034111074629353
10171,7.7127476511782085,3.9927644412518615,8.756386645555116,3.0247529785746052
10172,8.17034340604515,3.9999377134571175,9.027351911550081,3.034111074629353
10173,7.9333595437399795,3.9999377134571175,8.91289097727216,3.0247529785746052
10174,7.881013515833563,4.042316264017949,8.62461028623963,3.034111074629353
10175,7.894364116536191,3.9999377134571175,8.989274043405942,2.985385724742568
10176,7.984474738796242,3.9462040872880944,9.015429601041475,3.034111074629353
10177,8.187805111189615,3.984741237643321,9.103449037725873,3.0687376485002535
10178,7.910652857576258,3.9999377134571175,9.215783477622283,3.2220386558402385
10179,8.353488387518038,3.9999377134571175,9.249849968011327,3.0687376485002535
10180,8.046606339521684,3.9932946752919967,9.297779354450201,3.034111074629353
10181,7.919792011541615,3.9453539862497453,9.05075777429262,3.034111074629353
10182,7.998820474553935,3.9932946752919967,8.994592417621952,3.034111074629353
10183,8.030711770182476,3.9999377134571175,8.982273978016913,3.034111074629353
10184,7.801817701213351,3.9999377134571175,8.970861625616799,3.049954556649711
10185,8.088044912916331,3.9468510241685495,8.67112648810144,3.1197141308701255
10186,7.741401653510902,3.9999377134571175,9.556102184310085,3.0247529785746052
10187,8.051038988432218,3.9999377134571175,8.900744075640768,2.956356840944719
10188,8.005743206436787,3.9999377134571175,9.043608901217638,3.034111074629353
10189,8.198498099064647,3.9999377134571175,9.344956835725524,2.9786732019112754
10190,8.060835599265511,3.9999377134571175,9.120378554403612,3.0647946463587594
10191,8.130740848895865,3.997231504202228,9.072423473428268,3.004554846153374
10192,8.016665232327757,3.997231504202228,9.230597128512747,3.0247529785746052
10193,8.146474743466458,4.071151962397565,9.109305378730294,3.049954556649711
10194,8.118487052969524,3.9999377134571175,8.777186398656067,3.0247529785746052
10195,7.853057147198836,3.9999377134571175,9.099315812261564,2.985385724742568
10196,8.279179515884893,3.9999377134571175,9.065968493330995,3.034111074629353
10197,7.9458884670666174,4.000066188914949,9.105860262289928,2.985385724742568
10198,8.01618838843274,3.9999377134571175,9.019255414694081,3.034111074629353
10199,7.951860320738966,3.9999377134571175,9.165798780363657,3.034111074629353
10200,8.11073618048556,3.9999377134571175,9.151818675872304,3.034111074629353
10201,8.029149237152854,4.019007762357765,9.273510642158122,3.034111074629353
10202,8.014074938168703,3.9999377134571175,9.122258726710916,2.8897015390776097
10203,7.965600678082224,4.026301856716961,9.0263893031427,3.034111074629353
10204,8.030912296264509,4.019007762357765,8.893821959209456,3.034111074629353
10205,8.060835599265511,3.9999377134571175,9.120378554403612,3.0647946463587594
10206,7.942369024340511,3.987799010915174,9.697340791358565,3.019575480909081
10207,8.177774101844717,4.026301856716961,9.027351911550081,3.034111074629353
10208,7.703681947709351,3.996342279868346,9.15758733785762,3.034111074629353
10209,8.086458600865509,3.9999377134571175,9.043608901217638,3.0647946463587594
10210,7.964252915646351,3.9999377134571175,9.173091886108486,3.034111074629353
10211,7.79730587545022,3.9999377134571175,8.983347936906753,3.0247529785746052
10212,7.98985351646286,3.984741237643321,9.30659773267971,3.034111074629353
10213,8.203837822473632,3.9932946752919967,8.979352026257478,3.004554846153374
10214,8.021953488986094,3.9999377134571175,8.55876579726238,3.0247529785746052
10215,8.059853482104879,3.987799010915174,9.023455196188985,3.034111074629353
10216,8.209280423826534,3.9999377134571175,8.99195629240744,3.049954556649711
10217,7.963040860023708,3.9999377134571175,8.647507627434669,3.0669059000028622
10218,8.018151628715474,3.9999377134571175,8.913800136042205,3.034111074629353
10219,8.239411779601488,3.987799010915174,8.588691623257029,3.034111074629353
10220,8.02646184316105,3.9999377134571175,9.053291215608166,3.0247529785746052
10221,9.025489589236605,3.984741237643321,9.117728230050707,2.985385724742568
10222,8.01618838843274,3.9999377134571175,9.100046024326387,3.034111074629353
10223,7.919792011541615,3.9999377134571175,9.027351911550081,3.034111074629353
10224,8.039189175914977,3.9932946752919967,8.988725912475838,3.034111074629353
10225,7.924829875347224,3.984741237643321,9.018149548386928,3.034111074629353
10226,7.9965385401600475,4.000066188914949,8.99287772717004,2.9786732019112754
10227,8.006848442081333,3.9999377134571175,9.075650807721523,3.049954556649711
10228,8.086458600865509,3.9999377134571175,9.043608901217638,3.034111074629353
10229,8.118487052969524,3.9999377134571175,8.827901606488446,3.0247529785746052
10230,7.869689538147026,3.9999377134571175,9.182997752040249,3.0247529785746052
10231,7.873515732352608,3.9999377134571175,8.99906822761108,3.034111074629353
10232,7.864273204999765,3.9999377134571175,8.641742040757125,3.034111074629353
10233,7.9965385401600475,4.000066188914949,8.333447954885875,3.034111074629353
10234,8.037276799551575,3.9999377134571175,8.588691623257029,3.034111074629353
10235,8.051038988432218,3.9999377134571175,9.079466832345325,2.956356840944719
10236,8.010412182860598,3.997231504202228,8.718368296125124,2.9588741554792524
10237,8.188972271749371,3.9932946752919967,9.896616526460164,3.034111074629353
10238,7.89026231643964,3.9999377134571175,9.15404701546646,3.034111074629353
10239,8.164102029436062,3.9999377134571175,9.124458003847895,3.0669059000028622
10240,7.987385930078511,3.9999377134571175,8.67418211043642,3.034111074629353
10241,7.853057147198836,3.9999377134571175,8.970861625616799,2.985385724742568
10242,7.967102655643859,3.9999377134571175,9.051758117011804,3.0247529785746052
10243,7.989012652795593,4.0123630833049315,9.018149548386928,3.034111074629353
10244,7.79730587545022,3.9999377134571175,8.72257594778055,3.0247529785746052
10245,8.104258553027009,3.9932946752919967,9.050951814750576,3.034111074629353
10246,8.145770975816816,3.963039573849603,9.000525167102587,3.0687376485002535
10247,7.491832471574293,3.997231504202228,8.780609888667236,2.951868202481011
10248,7.950470299019732,3.987799010915174,9.002981224235617,2.985385724742568
10249,8.184177766778474,3.9932946752919967,8.901956880360904,3.034111074629353
10250,7.914355988136263,3.984741237643321,8.954604635949241,3.034111074629353
10251,7.969120040535909,3.9462040872880944,8.88692128164579,3.034111074629353
10252,8.261664752036301,3.9999377134571175,8.845687384918953,3.0247529785746052
10253,7.7502508374944705,3.9468510241685495,9.075650807721523,3.034111074629353
10254,8.02646184316105,3.997231504202228,9.104199336424381,3.0247529785746052
10255,8.021953488986094,3.9999377134571175,9.023455196188985,3.034111074629353
10256,8.192696154090564,3.987799010915174,9.075650807721523,3.049954556649711
10257,7.897651954044645,3.997231504202228,8.983853979238539,3.0647946463587594
10258,7.899969665340435,3.9999377134571175,9.027351911550081,3.034111074629353
10259,8.136515522632639,4.000066188914949,8.729825119224566,3.0247529785746052
10260,8.184177766778474,3.9932946752919967,9.089181528952388,3.034111074629353
10261,8.209280423826534,3.9999377134571175,9.161500990262832,3.034111074629353
10262,7.855508761235699,3.9999377134571175,9.027351911550081,3.034111074629353
10263,7.919792011541615,3.9932946752919967,9.027351911550081,3.034111074629353
10264,8.031151715839975,3.987799010915174,8.984568806446473,3.034111074629353
10265,7.79730587545022,3.9999377134571175,8.7873072962422,3.0247529785746052
10266,7.919792011541615,3.9453539862497453,9.049711503663438,3.034111074629353
10267,8.104258553027009,3.9932946752919967,8.8423692131696,3.034111074629353
10268,8.022161541760042,4.019007762357765,9.099632445963042,3.034111074629353
10269,8.229190248684464,3.9932946752919967,8.770769424676503,3.034111074629353
10270,8.08241796071099,3.9886453923988556,8.945654728838537,3.0247529785746052
10271,7.998820474553935,3.9932946752919967,9.089181528952388,3.034111074629353
10272,8.104258553027009,3.9932946752919967,9.06619220611505,3.034111074629353
10273,7.514889016070359,3.987799010915174,8.980700401762121,3.034111074629353
10274,7.910652857576258,3.9999377134571175,9.002981224235617,3.034111074629353
10275,7.945643158189145,4.053157009669081,8.895821088574277,3.034111074629353
10276,8.25484881962431,4.000066188914949,8.814783237165262,3.019575480909081
10277,8.02646184316105,4.019007762357765,8.893821959209456,3.034111074629353
10278,7.80708138324342,3.963039573849603,9.119175159222458,3.034111074629353
10279,8.273729589380473,3.984741237643321,9.304199337107157,3.034111074629353
10280,8.048668727169659,4.053157009669081,8.88692128164579,3.034111074629353
10281,8.060835599265511,3.9999377134571175,8.792549292263145,3.0247529785746052
10282,8.021953488986094,4.011397359313792,8.908902787166015,3.0247529785746052
10283,8.086458600865509,3.9999377134571175,9.011698732617894,3.0647946463587594
10284,8.067746704010151,3.9999377134571175,8.966462105831488,3.034111074629353
10285,7.928583084203318,3.9999377134571175,9.296517248225415,3.0247529785746052
10286,7.924829875347224,3.9932946752919967,9.018149548386928,3.034111074629353
10287,8.030054763665314,3.9999377134571175,8.851970654939356,2.9786732019112754
10288,7.885485227303971,3.9999377134571175,8.888457386260853,3.034111074629353
10289,7.620075131406535,3.9999377134571175,9.131955950761673,3.0247529785746052
10290,7.950470299019732,3.9468510241685495,9.09212834188029,3.034111074629353
10291,8.067746704010151,3.9999377134571175,9.151818675872304,3.034111074629353
10292,8.184177766778474,4.045987387752674,9.027351911550081,3.034111074629353
10293,7.899969665340435,3.9999377134571175,8.989023405838363,3.034111074629353
10294,8.302242256546872,3.9462040872880944,8.951686784542726,3.0687376485002535
10295,8.04742795386701,3.9999377134571175,9.027351911550081,3.034111074629353
10296,7.992030185985091,3.9999377134571175,9.002981224235617,3.034111074629353
10297,8.169545385235446,3.9999377134571175,9.027351911550081,3.034111074629353
10298,8.356635059574307,3.9999377134571175,9.193404196991684,3.0647946463587594
10299,7.947962889779384,4.042316264017949,9.002741633416118,3.034111074629353
10300,7.987385930078511,3.9999377134571175,9.151818675872304,3.034111074629353
10301,7.883728659187648,3.9999377134571175,9.068241926262486,3.034111074629353
10302,7.924829875347224,3.996342279868346,8.868543559503053,3.034111074629353
10303,8.01298653089502,3.996342279868346,8.686834238293633,3.034111074629353
10304,7.998820474553935,3.9932946752919967,8.994592417621952,3.034111074629353
10305,8.239411779601488,3.987799010915174,9.07528856761568,3.034111074629353
10306,7.964252915646351,3.9999377134571175,9.027351911550081,3.034111074629353
10307,8.060835599265511,3.9999377134571175,8.788135194033924,3.0647946463587594
10308,7.942925025973776,3.9999377134571175,9.380645783443516,3.034111074629353
10309,7.988494876699956,3.987799010915174,9.065968493330995,3.034111074629353
10310,7.8859982947401255,3.9999377134571175,9.043608901217638,3.034111074629353
10311,7.928596787223885,3.9999377134571175,9.028398182179263,3.034111074629353
10312,8.016665232327757,3.997231504202228,9.106216674361649,3.0247529785746052
10313,7.930383939340149,3.9999377134571175,9.183721882601157,3.034111074629353
10314,8.060835599265511,3.9999377134571175,8.849126604569907,3.034111074629353
10315,7.89745919789433,3.9932946752919967,9.05075777429262,3.034111074629353
10316,7.775076322839261,3.9999377134571175,9.070678194520488,3.019575480909081
10317,7.703681947709351,3.984741237643321,9.015429601041475,3.034111074629353
10318,7.996297221576642,3.997231504202228,9.307527804459372,3.0907360601461003
10319,8.059140263111438,4.000066188914949,8.855622708809454,3.1199587202671357
10320,8.030912296264509,4.000066188914949,8.945654728838537,3.034111074629353
10321,8.115029018697003,3.997231504202228,9.02286574305116,3.034111074629353
10322,8.143112086295396,3.9999377134571175,8.842148306071989,3.0247529785746052
10323,8.021953488986094,3.9999377134571175,9.023455196188985,2.9371222347287618
10324,8.145770975816816,4.026301856716961,9.033806606366234,3.0687376485002535
10325,7.9583402081651595,3.9999377134571175,8.813580775485931,2.985385724742568
10326,7.827402877202573,3.9999377134571175,9.027351911550081,3.034111074629353
10327,8.007578755750316,3.9999377134571175,9.100046024326387,3.034111074629353
10328,7.894364116536191,3.9999377134571175,8.885916101640804,3.034111074629353
10329,7.891617318392032,3.9932946752919967,8.581509869343648,3.034111074629353
10330,8.106251202970702,4.053157009669081,9.044801720931844,3.034111074629353
10331,8.067746704010151,3.9999377134571175,8.95677979144096,3.034111074629353
10332,8.259730218795413,4.0123630833049315,9.043608901217638,3.034111074629353
10333,8.208628492837954,3.984741237643321,9.027351911550081,3.034111074629353
10334,7.988494876699956,3.9468510241685495,8.869247476254987,2.9786732019112754
10335,7.987385930078511,3.9999377134571175,9.043608901217638,3.034111074629353
10336,8.517803618310454,4.026301856716961,8.734258137518381,3.0687376485002535
10337,8.073387313120012,3.963039573849603,9.06610939640947,3.0687376485002535
10338,8.100081262066816,3.9932946752919967,8.833595186299538,3.034111074629353
10339,7.79730587545022,4.049669203617628,8.737447500832324,3.0247529785746052
10340,8.21378877800149,4.071151962397565,9.332474815161573,3.034111074629353
10341,8.28673340162016,4.000066188914949,9.146072513953687,3.0247529785746052
10342,8.02116637413414,3.987799010915174,8.937102412558419,3.034111074629353
10343,7.767636378991025,3.984741237643321,9.162186497191957,3.0907360601461003
10344,8.186147409394374,3.9999377134571175,8.73300937426993,3.034111074629353
10345,7.942925025973776,3.9999377134571175,9.168830956014054,3.034111074629353
10346,7.989012652795593,3.984741237643321,8.91106147993875,3.034111074629353
10347,7.8859982947401255,3.9999377134571175,9.027351911550081,3.034111074629353
10348,7.960233664266787,4.019007762357765,9.084860057997087,3.034111074629353
10349,8.104192268068962,3.9999377134571175,8.858808918960435,2.9588741554792524
10350,7.94043601009473,3.9999377134571175,9.075726010982443,3.0052021581924913
10351,7.847468640003918,3.9999377134571175,9.129459083758947,3.034111074629353
10352,7.927236339289703,3.9999377134571175,8.967540147190672,3.0757293149066465
10353,8.24082877839702,3.9999377134571175,9.384368310175121,2.95113605938678
10354,8.016665232327757,4.011397359313792,8.717283114854975,3.0247529785746052
10355,8.07721995698029,4.000066188914949,8.814783237165262,3.034111074629353
10356,7.998820474553935,3.9932946752919967,9.15758733785762,3.034111074629353
10357,7.818619923589097,3.9927644412518615,8.919145391572108,3.0247529785746052
10358,8.080655262592542,4.019007762357765,8.983853979238539,3.034111074629353
10359,8.045411710387695,3.9999377134571175,9.027351911550081,3.034111074629353
10360,7.913911405946303,3.9999377134571175,9.075650807721523,3.049954556649711
10361,7.98985351646286,3.984741237643321,8.905333699434934,3.034111074629353
10362,8.111273615789672,3.9999377134571175,8.966462105831488,3.034111074629353
10363,7.987385930078511,3.9999377134571175,9.043608901217638,3.034111074629353
10364,7.738077470229962,3.984741237643321,9.316988181649469,3.034111074629353
10365,7.942925025973776,3.9999377134571175,9.09036370993586,3.034111074629353
10366,7.88211698497626,3.963039573849603,8.861313115864387,2.8897015390776097
10367,7.948537284773951,3.997231504202228,8.840771667432195,3.0247529785746052
10368,8.235603414408956,3.9932946752919967,8.994592417621952,3.034111074629353
10369,8.15083635630435,3.9927644412518615,8.864991264296048,3.0247529785746052
10370,7.806478014802519,4.000066188914949,8.936635986828627,3.0647946463587594
10371,8.209280423826534,3.9468510241685495,9.17693971687866,3.034111074629353
10372,7.8430426396210935,3.9999377134571175,8.970861625616799,2.985385724742568
10373,7.879754068532131,3.9999377134571175,9.123658126705664,3.0052021581924913
10374,7.987385930078511,3.9999377134571175,8.811912258920167,3.034111074629353
10375,7.928596787223885,3.9999377134571175,9.04465517184682,3.034111074629353
10376,8.067386541464524,3.9999377134571175,9.027351911550081,3.034111074629353
10377,7.89026231643964,3.9999377134571175,9.028398182179263,3.034111074629353
10378,7.914165423126471,3.987799010915174,9.075650807721523,3.034111074629353
10379,8.034230480504881,3.9457108704060317,9.131943538680037,3.034111074629353
10380,7.987385930078511,3.9999377134571175,9.043608901217638,3.034111074629353
10381,7.998820474553935,3.9932946752919967,10.096962628222979,3.034111074629353
10382,7.879754068532131,4.000066188914949,9.003126742700298,3.0247529785746052
10383,7.919792011541615,3.9932946752919967,9.048296640848598,3.034111074629353
10384,7.924829875347224,3.984741237643321,9.027351911550081,3.034111074629353
10385,7.703681947709351,4.053157009669081,9.096155489171617,3.034111074629353
10386,7.993853394810286,3.9999377134571175,9.027351911550081,3.034111074629353
10387,8.02646184316105,3.9927644412518615,9.075332494925357,3.0247529785746052
